0,0
42.2222375,1.12703
122.3514625,3.2541
190.11885,5.16675
256.0750125,7.20199
332.9875875,9.75614
393.4408,12.16046
475.8860125,15.35832
549.0771625,18.63087
614.9442625,22.27778
656.315325,25.16279
705.79235,29.15418
20.6558375,30.92798
79.7036375,32.55284
142.175925,34.26776
217.079325,36.50072
283.93615,38.64142
353.623625,41.02641
409.6923125,43.17984
471.3629125,45.53671
523.0866375,47.93576
571.2968,50.57735
623.1392875,53.23652
666.133525,56.20062
693.7868125,58.64405
719.2033,61.22765
737.5926375,63.44787
758.6047875,65.43477
777.558275,67.71519
801.3021,70.35634
825.9366875,73.24179
848.76995,75.72872
870.831225,78.37998
885.212125,80.0681
1550,280